ID,Customer Age (in months),CHI Score Month 0,CHI Score 0-1,Support Cases Month 0,Support Cases 0-1,SP Month 0,SP 0-1,Logins 0-1,Blog Articles 0-1,Views 0-1, Days Since Last Login 0-1,"Churn (1 = Yes, 0 = No)",
252.00,14.00,138.00,7.00,1.00,1.00,3.00,3.00,39.00,3.00,-31.00,3.00,0.00,
253.00,13.00,151.00,-1.00,0.00,0.00,0.00,0.00,4.00,-1.00,-2.00,-14.00,0.00,
254.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
255.00,14.00,144.00,28.00,2.00,-3.00,3.00,0.00,7.00,3.00,-509.00,6.00,0.00,
256.00,11.00,59.00,0.00,0.00,0.00,0.00,0.00,-2.00,0.00,-84.00,-3.00,0.00,
257.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,1.00,
258.00,14.00,131.00,-9.00,0.00,0.00,0.00,0.00,-9.00,1.00,40.00,-1.00,0.00,
259.00,14.00,134.00,-1.00,0.00,0.00,0.00,0.00,3.00,0.00,-19.00,0.00,0.00,
260.00,13.00,106.00,8.00,3.00,1.00,3.00,0.00,-20.00,1.00,-29.00,0.00,0.00,
261.00,12.00,130.00,-13.00,1.00,-3.00,3.00,0.00,20.00,1.00,278.00,-2.00,0.00,
262.00,13.00,88.00,9.00,0.00,0.00,0.00,0.00,11.00,0.00,28.00,-2.00,0.00,
263.00,13.00,187.00,47.00,4.00,2.00,3.00,0.00,28.00,1.00,44.00,0.00,0.00,
264.00,13.00,176.00,14.00,0.00,0.00,0.00,0.00,15.00,4.00,-102.00,0.00,0.00,
265.00,14.00,86.00,8.00,0.00,0.00,0.00,0.00,8.00,4.00,0.00,-4.00,0.00,
266.00,12.00,70.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.00,30.00,1.00,
267.00,13.00,147.00,1.00,2.00,2.00,3.00,3.00,24.00,0.00,-214.00,-1.00,1.00,
268.00,14.00,89.00,56.00,0.00,0.00,0.00,0.00,6.00,1.00,30.00,30.00,0.00,
269.00,14.00,137.00,28.00,0.00,0.00,0.00,0.00,49.00,-2.00,-34.00,0.00,0.00,
270.00,13.00,39.00,-41.00,2.00,2.00,3.00,3.00,66.00,-1.00,-10.00,-109.00,0.00,
271.00,12.00,6.00,-36.00,0.00,0.00,0.00,0.00,-3.00,0.00,0.00,5.00,0.00,
272.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,31.00,0.00,
273.00,14.00,138.00,15.00,1.00,1.00,3.00,3.00,34.00,6.00,-835.00,9.00,0.00,
274.00,14.00,128.00,-3.00,0.00,-1.00,0.00,-3.00,-39.00,0.00,105.00,0.00,0.00,
275.00,10.00,177.00,19.00,0.00,-1.00,0.00,-3.00,18.00,0.00,43.00,0.00,0.00,
276.00,14.00,140.00,0.00,0.00,0.00,0.00,0.00,-50.00,0.00,-104.00,0.00,0.00,
277.00,5.00,112.00,3.00,0.00,-2.00,0.00,-3.00,36.00,-2.00,1490.00,0.00,0.00,
278.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,31.00,0.00,
279.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,31.00,0.00,
280.00,14.00,68.00,-10.00,6.00,6.00,3.00,3.00,48.00,0.00,-681.00,3.00,0.00,
281.00,14.00,130.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,-1603.00,3.00,0.00,
282.00,14.00,145.00,-11.00,3.00,-7.00,3.00,0.00,-25.00,-1.00,-244.00,-1.00,0.00,
283.00,12.00,77.00,-5.00,2.00,1.00,3.00,0.00,-1.00,-5.00,1.00,5.00,1.00,
284.00,14.00,116.00,-8.00,0.00,0.00,0.00,0.00,1.00,2.00,20.00,-8.00,0.00,
285.00,18.00,155.00,-13.00,0.00,0.00,0.00,0.00,-76.00,-3.00,63.00,0.00,1.00,
286.00,14.00,136.00,105.00,3.00,2.00,3.00,0.00,342.00,0.00,0.00,-1.00,0.00,
287.00,13.00,18.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.00,30.00,0.00,
288.00,13.00,35.00,-20.00,1.00,1.00,3.00,3.00,69.00,0.00,16.00,-1.00,0.00,
289.00,13.00,41.00,-29.00,4.00,3.00,3.00,0.00,12.00,-1.00,5.00,-2.00,0.00,
290.00,13.00,165.00,0.00,0.00,0.00,0.00,0.00,6.00,-1.00,5322.00,0.00,0.00,
291.00,12.00,180.00,12.00,3.00,-5.00,3.00,-0.13,-34.00,-2.00,57.00,0.00,0.00,
292.00,14.00,61.00,-49.00,0.00,0.00,0.00,0.00,-15.00,-5.00,21.00,-4.00,0.00,
293.00,13.00,143.00,-4.00,0.00,0.00,0.00,0.00,-1.00,0.00,-55.00,20.00,0.00,
294.00,13.00,78.00,2.00,0.00,0.00,0.00,0.00,16.00,2.00,1.00,-11.00,1.00,
295.00,14.00,32.00,-44.00,2.00,2.00,3.00,3.00,0.00,-3.00,-3.00,-3.00,0.00,
296.00,14.00,85.00,-17.00,4.00,-5.00,3.00,0.13,83.00,0.00,3.00,0.00,0.00,
297.00,11.00,231.00,0.00,1.00,-2.00,3.00,0.33,48.00,-1.00,-321.00,0.00,0.00,
298.00,14.00,148.00,19.00,0.00,0.00,0.00,0.00,4.00,0.00,-27.00,20.00,0.00,
299.00,14.00,14.00,-101.00,0.00,0.00,0.00,0.00,-4.00,-1.00,-16.00,9.00,1.00,
300.00,12.00,0.00,-8.00,0.00,-1.00,0.00,-3.00,-3.00,0.00,8.00,-7.00,1.00,
301.00,13.00,40.00,12.00,0.00,0.00,0.00,0.00,20.00,0.00,-1.00,17.00,0.00,
302.00,8.00,16.00,-2.00,0.00,0.00,0.00,0.00,4.00,0.00,5.00,-32.00,0.00,
303.00,13.00,94.00,-35.00,0.00,-1.00,0.00,-3.00,-13.00,0.00,139.00,3.00,0.00,
304.00,10.00,34.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,-128.00,31.00,0.00,
305.00,12.00,0.00,-35.00,0.00,0.00,0.00,0.00,-12.00,0.00,1384.00,7.00,0.00,
306.00,13.00,69.00,6.00,0.00,0.00,0.00,0.00,2.00,0.00,16.00,31.00,0.00,
307.00,19.00,61.00,61.00,0.00,-1.00,0.00,-3.00,24.00,0.00,0.00,-7.00,0.00,
308.00,14.00,143.00,-2.00,0.00,-1.00,0.00,-3.00,9.00,1.00,2260.00,0.00,0.00,
309.00,11.00,101.00,-50.00,0.00,0.00,0.00,0.00,-46.00,-2.00,154.00,-5.00,0.00,
310.00,12.00,142.00,-25.00,1.00,-2.00,3.00,0.00,-25.00,-4.00,-2.00,-2.00,0.00,
311.00,14.00,120.00,0.00,0.00,0.00,0.00,0.00,-2.00,0.00,-66.00,-2.00,0.00,
312.00,13.00,61.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,-44.00,30.00,0.00,
313.00,14.00,61.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,31.00,0.00,
314.00,13.00,118.00,-12.00,0.00,-1.00,0.00,-3.00,-41.00,0.00,-1.00,2.00,0.00,
315.00,6.00,20.00,-1.00,0.00,0.00,0.00,0.00,-2.00,0.00,15.00,4.00,0.00,
316.00,13.00,76.00,-4.00,0.00,0.00,0.00,0.00,5.00,-1.00,1.00,0.00,0.00,
317.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,1.00,
318.00,14.00,0.00,-42.00,0.00,0.00,0.00,0.00,-14.00,0.00,14.00,-1.00,0.00,
319.00,12.00,0.00,-16.00,0.00,0.00,0.00,0.00,-4.00,0.00,12.00,-2.00,1.00,
320.00,13.00,42.00,-17.00,0.00,0.00,0.00,0.00,6.00,0.00,-15.00,9.00,0.00,
321.00,14.00,105.00,-57.00,0.00,0.00,0.00,0.00,-41.00,-4.00,37.00,-1.00,0.00,
322.00,14.00,99.00,-10.00,0.00,0.00,0.00,0.00,3.00,0.00,-974.00,9.00,0.00,
323.00,12.00,122.00,-2.00,0.00,0.00,0.00,0.00,-16.00,-1.00,18.00,-4.00,0.00,
324.00,12.00,105.00,-36.00,0.00,-1.00,0.00,-3.00,1.00,-1.00,66.00,-6.00,1.00,
325.00,14.00,156.00,-4.00,0.00,0.00,0.00,0.00,28.00,-2.00,-169.00,0.00,0.00,
326.00,9.00,75.00,-1.00,0.00,0.00,0.00,0.00,67.00,0.00,22.00,12.00,0.00,
327.00,5.00,118.00,6.00,0.00,-1.00,0.00,-3.00,-29.00,5.00,191.00,-5.00,0.00,
328.00,14.00,56.00,-4.00,0.00,0.00,0.00,0.00,-2.00,0.00,-786.00,4.00,0.00,
329.00,14.00,177.00,-6.00,2.00,1.00,3.00,0.00,1.00,-14.00,-8839.00,0.00,0.00,
330.00,13.00,185.00,-37.00,2.00,2.00,2.50,2.50,8.00,-2.00,12.00,0.00,0.00,
331.00,9.00,83.00,9.00,2.00,1.00,3.00,0.00,18.00,0.00,-200.00,2.00,0.00,
332.00,12.00,78.00,11.00,0.00,0.00,0.00,0.00,14.00,0.00,-420.00,4.00,0.00,
333.00,13.00,173.00,44.00,0.00,0.00,0.00,0.00,19.00,1.00,-31.00,-7.00,0.00,
334.00,12.00,58.00,-1.00,0.00,0.00,0.00,0.00,2.00,0.00,33.00,31.00,0.00,
335.00,12.00,0.00,-64.00,0.00,0.00,0.00,0.00,-7.00,-3.00,-19.00,19.00,1.00,
336.00,9.00,87.00,-21.00,0.00,-1.00,0.00,-3.00,15.00,2.00,48.00,-12.00,0.00,
337.00,13.00,127.00,-11.00,1.00,0.00,3.00,0.00,4.00,0.00,-7323.00,1.00,0.00,
338.00,12.00,186.00,2.00,1.00,0.00,3.00,0.00,85.00,0.00,34.00,-1.00,0.00,
339.00,13.00,54.00,19.00,0.00,0.00,0.00,0.00,0.00,-1.00,426.00,31.00,1.00,
340.00,14.00,129.00,-13.00,0.00,0.00,0.00,0.00,-11.00,-2.00,165.00,-2.00,0.00,
341.00,13.00,73.00,-10.00,0.00,0.00,0.00,0.00,-3.00,0.00,156.00,-9.00,0.00,
342.00,13.00,82.00,-38.00,0.00,0.00,0.00,0.00,0.00,-1.00,10.00,6.00,0.00,
343.00,14.00,65.00,40.00,1.00,1.00,3.00,3.00,10.00,0.00,-313.00,3.00,0.00,
344.00,14.00,58.00,-52.00,0.00,-1.00,0.00,-3.00,-32.00,0.00,55.00,1.00,0.00,
345.00,12.00,58.00,41.00,0.00,0.00,0.00,0.00,31.00,5.00,8.00,9.00,1.00,
346.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
347.00,14.00,143.00,5.00,0.00,0.00,0.00,0.00,23.00,1.00,-196.00,0.00,0.00,
348.00,14.00,25.00,24.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,31.00,0.00,
349.00,14.00,173.00,3.00,3.00,0.00,3.00,0.33,8.00,0.00,754.00,0.00,0.00,
350.00,14.00,3.00,0.00,1.00,1.00,3.00,3.00,3.00,0.00,0.00,-31.00,0.00,
351.00,13.00,79.00,-5.00,0.00,-2.00,0.00,-3.00,2.00,0.00,65.00,0.00,0.00,
352.00,14.00,78.00,-33.00,0.00,-2.00,0.00,-3.00,-17.00,-5.00,-703.00,10.00,0.00,
353.00,14.00,95.00,3.00,0.00,0.00,0.00,0.00,12.00,0.00,76.00,-2.00,0.00,
354.00,13.00,139.00,-29.00,0.00,0.00,0.00,0.00,-4.00,1.00,244.00,-1.00,0.00,
355.00,12.00,88.00,0.00,0.00,0.00,0.00,0.00,-4.00,0.00,-146.00,2.00,0.00,
356.00,13.00,167.00,3.00,1.00,1.00,2.00,2.00,43.00,2.00,-227.00,0.00,0.00,
357.00,12.00,203.00,25.00,7.00,6.00,2.86,-0.14,88.00,-2.00,-28322.00,3.00,1.00,
358.00,11.00,166.00,10.00,3.00,2.00,3.00,0.00,73.00,1.00,30.00,0.00,0.00,
359.00,11.00,158.00,-15.00,5.00,-1.00,3.00,0.00,-34.00,1.00,137.00,0.00,0.00,
360.00,11.00,70.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,-43.00,5.00,0.00,
361.00,13.00,125.00,23.00,0.00,0.00,0.00,0.00,3.00,0.00,-127.00,6.00,0.00,
362.00,13.00,111.00,-2.00,0.00,-1.00,0.00,-3.00,2.00,0.00,0.00,0.00,0.00,
363.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,1.00,
364.00,11.00,166.00,9.00,0.00,0.00,0.00,0.00,-8.00,-1.00,-933.00,3.00,0.00,
365.00,12.00,45.00,-67.00,0.00,0.00,0.00,0.00,-4.00,-1.00,1.00,-5.00,0.00,
366.00,13.00,135.00,-39.00,0.00,0.00,0.00,0.00,-12.00,-1.00,39.00,0.00,1.00,
367.00,10.00,119.00,-2.00,0.00,0.00,0.00,0.00,11.00,-6.00,-18.00,-2.00,0.00,
368.00,12.00,117.00,5.00,0.00,0.00,0.00,0.00,14.00,-4.00,-1.00,5.00,0.00,
369.00,12.00,14.00,-42.00,0.00,0.00,0.00,0.00,3.00,0.00,4.00,-34.00,1.00,
370.00,12.00,96.00,-48.00,0.00,-5.00,0.00,-3.00,-7.00,0.00,-12.00,3.00,0.00,
371.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,1.00,
372.00,13.00,136.00,14.00,3.00,2.00,3.00,0.00,69.00,-1.00,-107.00,-1.00,0.00,
373.00,13.00,163.00,-3.00,10.00,8.00,3.00,0.00,174.00,11.00,-57.00,-2.00,0.00,
374.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
375.00,10.00,177.00,-15.00,0.00,0.00,0.00,0.00,0.00,0.00,209.00,-3.00,0.00,
376.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,
377.00,12.00,135.00,-13.00,0.00,-1.00,0.00,-3.00,-9.00,-2.00,-2.00,12.00,0.00,
378.00,5.00,61.00,-3.00,0.00,0.00,0.00,0.00,-1.00,-12.00,12.00,7.00,0.00,
379.00,10.00,200.00,-13.00,3.00,1.00,3.00,0.00,25.00,-2.00,2388.00,0.00,0.00,
380.00,13.00,155.00,20.00,1.00,1.00,2.00,2.00,200.00,0.00,1980.00,-1.00,0.00,
381.00,12.00,43.00,-28.00,0.00,0.00,0.00,0.00,-2.00,0.00,2.00,-60.00,1.00,
382.00,11.00,75.00,-1.00,0.00,0.00,0.00,0.00,-4.00,-1.00,-441.00,-17.00,0.00,
383.00,13.00,155.00,19.00,5.00,4.00,3.40,0.40,-4.00,0.00,695.00,0.00,0.00,
384.00,10.00,30.00,-39.00,0.00,0.00,0.00,0.00,-2.00,-1.00,9.00,-36.00,1.00,
385.00,13.00,192.00,-5.00,0.00,0.00,0.00,0.00,16.00,1.00,-237.00,0.00,0.00,
386.00,12.00,101.00,-27.00,0.00,-3.00,0.00,-2.67,-44.00,0.00,112.00,-2.00,0.00,
387.00,13.00,61.00,-12.00,0.00,0.00,0.00,0.00,2.00,0.00,28.00,31.00,1.00,
388.00,13.00,189.00,-22.00,0.00,0.00,0.00,0.00,-73.00,-3.00,51.00,0.00,0.00,
389.00,12.00,141.00,58.00,0.00,-2.00,0.00,-3.00,1.00,-1.00,-5.00,0.00,0.00,
390.00,13.00,150.00,20.00,0.00,0.00,0.00,0.00,67.00,3.00,-4.00,-1.00,0.00,
391.00,12.00,158.00,-16.00,0.00,0.00,0.00,0.00,62.00,-5.00,13.00,0.00,0.00,
392.00,13.00,253.00,11.00,2.00,1.00,3.00,0.00,9.00,-5.00,-1113.00,0.00,0.00,
393.00,11.00,124.00,-11.00,0.00,-1.00,0.00,-3.00,22.00,1.00,30.00,-1.00,0.00,
394.00,13.00,128.00,-18.00,0.00,0.00,0.00,0.00,2.00,-2.00,-31.00,6.00,1.00,
395.00,13.00,83.00,38.00,0.00,0.00,0.00,0.00,4.00,0.00,-49.00,31.00,0.00,
396.00,13.00,55.00,35.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,31.00,0.00,
397.00,10.00,121.00,-47.00,2.00,0.00,3.00,0.00,0.00,-1.00,2008.00,4.00,0.00,
398.00,13.00,103.00,2.00,0.00,0.00,0.00,0.00,20.00,1.00,-102.00,-7.00,0.00,
399.00,13.00,161.00,51.00,0.00,-1.00,0.00,-3.00,-15.00,1.00,2.00,-6.00,0.00,
400.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
401.00,12.00,180.00,-1.00,2.00,0.00,3.00,0.50,8.00,-1.00,493.00,-1.00,0.00,
402.00,12.00,8.00,-7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,1.00,
403.00,11.00,121.00,0.00,2.00,1.00,3.00,0.00,23.00,0.00,93.00,0.00,0.00,
404.00,12.00,39.00,-25.00,0.00,0.00,0.00,0.00,0.00,0.00,-52.00,31.00,0.00,
405.00,13.00,170.00,35.00,1.00,-1.00,3.00,0.00,30.00,-2.00,-519.00,0.00,0.00,
406.00,8.00,119.00,8.00,0.00,0.00,0.00,0.00,19.00,0.00,-1025.00,-3.00,0.00,
407.00,5.00,0.00,-43.00,2.00,-1.00,3.00,0.00,-27.00,-1.00,8.00,5.00,0.00,
408.00,13.00,122.00,-28.00,0.00,0.00,0.00,0.00,0.00,-3.00,60.00,0.00,0.00,
409.00,12.00,98.00,14.00,0.00,0.00,0.00,0.00,3.00,0.00,-5.00,0.00,0.00,
410.00,11.00,168.00,-8.00,0.00,-1.00,0.00,-3.00,-11.00,1.00,115.00,-1.00,0.00,
411.00,13.00,252.00,13.00,8.00,2.00,3.00,0.00,36.00,-1.00,728.00,0.00,0.00,
412.00,12.00,5.00,-31.00,0.00,0.00,0.00,0.00,-1.00,0.00,-38.00,4.00,1.00,
413.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,-4.00,31.00,0.00,
414.00,13.00,221.00,36.00,0.00,-3.00,0.00,-3.00,37.00,1.00,178.00,0.00,0.00,
415.00,13.00,0.00,-21.00,0.00,-1.00,0.00,-3.00,-10.00,0.00,-6.00,-5.00,0.00,
416.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,31.00,0.00,
417.00,13.00,70.00,21.00,0.00,0.00,0.00,0.00,6.00,0.00,-173.00,30.00,0.00,
418.00,13.00,154.00,-2.00,0.00,0.00,0.00,0.00,25.00,1.00,-26.00,3.00,0.00,
419.00,12.00,61.00,-1.00,0.00,0.00,0.00,0.00,4.00,0.00,-29.00,-11.00,0.00,
420.00,13.00,157.00,-2.00,2.00,2.00,3.00,3.00,80.00,-1.00,232.00,-2.00,0.00,
421.00,13.00,41.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,-22.00,31.00,0.00,
422.00,13.00,73.00,19.00,2.00,2.00,3.00,3.00,61.00,0.00,-67.00,-9.00,0.00,
423.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
424.00,13.00,131.00,-4.00,0.00,0.00,0.00,0.00,48.00,0.00,-13.00,3.00,0.00,
425.00,13.00,0.00,-25.00,0.00,0.00,0.00,0.00,-2.00,0.00,0.00,-27.00,0.00,
426.00,13.00,96.00,-11.00,0.00,0.00,0.00,0.00,19.00,0.00,-17.00,0.00,0.00,
427.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
428.00,13.00,201.00,-1.00,10.00,-1.00,3.00,0.00,56.00,0.00,-5933.00,0.00,0.00,
429.00,13.00,137.00,-9.00,0.00,-2.00,0.00,-3.00,22.00,2.00,43.00,0.00,0.00,
430.00,12.00,42.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,103.00,31.00,1.00,
431.00,13.00,228.00,-2.00,3.00,-1.00,4.00,0.75,28.00,-2.00,-203.00,-5.00,0.00,
432.00,12.00,133.00,-5.00,1.00,1.00,3.00,3.00,-6.00,0.00,923.00,2.00,0.00,
433.00,12.00,77.00,10.00,0.00,0.00,0.00,0.00,4.00,0.00,-87.00,7.00,0.00,
434.00,13.00,186.00,-2.00,3.00,2.00,3.00,0.00,3.00,-2.00,-36.00,0.00,0.00,
435.00,13.00,67.00,46.00,0.00,0.00,0.00,0.00,8.00,1.00,2.00,-29.00,0.00,
436.00,13.00,81.00,-36.00,0.00,0.00,0.00,0.00,-12.00,-1.00,-118.00,-2.00,0.00,
437.00,13.00,154.00,-53.00,2.00,0.00,3.00,0.00,23.00,-1.00,59.00,0.00,0.00,
438.00,13.00,160.00,-2.00,0.00,0.00,0.00,0.00,-24.00,-1.00,-64.00,-4.00,0.00,
439.00,12.00,9.00,9.00,1.00,1.00,3.00,3.00,2.00,0.00,-64.00,31.00,1.00,
440.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
441.00,13.00,125.00,-47.00,0.00,0.00,0.00,0.00,0.00,-7.00,-347.00,-2.00,0.00,
442.00,11.00,152.00,30.00,2.00,2.00,3.00,3.00,2.00,1.00,6.00,-1.00,0.00,
443.00,13.00,53.00,-15.00,0.00,0.00,0.00,0.00,2.00,0.00,69.00,15.00,0.00,
444.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,31.00,0.00,
445.00,12.00,158.00,-20.00,1.00,0.00,3.00,0.00,-36.00,0.00,13.00,1.00,0.00,
446.00,12.00,120.00,-1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,8.00,0.00,
447.00,12.00,57.00,8.00,0.00,0.00,0.00,0.00,10.00,0.00,-36.00,31.00,0.00,
448.00,13.00,69.00,-1.00,0.00,0.00,0.00,0.00,5.00,0.00,24.00,-1.00,0.00,
449.00,13.00,113.00,7.00,1.00,1.00,3.00,3.00,6.00,-1.00,130.00,10.00,0.00,
450.00,13.00,142.00,-2.00,0.00,-2.00,0.00,-2.50,30.00,0.00,34.00,0.00,0.00,
451.00,13.00,127.00,-49.00,4.00,3.00,3.00,0.00,-4.00,0.00,47.00,-25.00,0.00,
452.00,13.00,151.00,-32.00,1.00,-1.00,3.00,0.00,42.00,-2.00,-286.00,0.00,0.00,
453.00,13.00,20.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,31.00,1.00,
454.00,11.00,172.00,2.00,0.00,-9.00,0.00,-3.00,-31.00,2.00,134.00,-1.00,0.00,
455.00,12.00,70.00,-8.00,0.00,0.00,0.00,0.00,-22.00,2.00,-25.00,-2.00,1.00,
456.00,12.00,76.00,14.00,1.00,-1.00,3.00,0.00,-7.00,0.00,-12.00,-7.00,0.00,
457.00,12.00,26.00,-23.00,0.00,0.00,0.00,0.00,-2.00,0.00,-3.00,-17.00,1.00,
458.00,9.00,85.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,-12.00,1.00,1.00,
459.00,12.00,74.00,34.00,0.00,0.00,0.00,0.00,24.00,0.00,76.00,2.00,0.00,
460.00,13.00,90.00,11.00,0.00,0.00,0.00,0.00,5.00,0.00,37.00,23.00,0.00,
461.00,12.00,67.00,21.00,0.00,0.00,0.00,0.00,-6.00,0.00,-81.00,2.00,1.00,
462.00,13.00,115.00,-3.00,0.00,0.00,0.00,0.00,-4.00,0.00,52.00,-3.00,0.00,
463.00,12.00,102.00,-38.00,1.00,0.00,3.00,0.00,-11.00,-1.00,-46.00,3.00,0.00,
464.00,12.00,87.00,13.00,0.00,-1.00,0.00,-2.00,-17.00,0.00,43.00,-4.00,0.00,
465.00,12.00,212.00,-14.00,4.00,-1.00,3.00,0.00,77.00,0.00,-27.00,-2.00,0.00,
466.00,7.00,237.00,34.00,4.00,-1.00,3.00,0.00,56.00,2.00,233.00,0.00,0.00,
467.00,4.00,79.00,79.00,1.00,1.00,3.00,3.00,41.00,2.00,0.00,0.00,0.00,
468.00,10.00,129.00,22.00,0.00,0.00,0.00,0.00,97.00,0.00,172.00,-2.00,0.00,
469.00,12.00,85.00,47.00,1.00,1.00,3.00,3.00,29.00,1.00,-42.00,28.00,0.00,
470.00,13.00,158.00,-13.00,0.00,0.00,0.00,0.00,-20.00,-7.00,130.00,0.00,0.00,
471.00,12.00,149.00,16.00,2.00,0.00,3.00,0.00,-15.00,1.00,-1583.00,0.00,0.00,
472.00,13.00,110.00,-15.00,3.00,3.00,3.00,3.00,10.00,-1.00,-15.00,0.00,1.00,
473.00,12.00,205.00,0.00,0.00,-1.00,0.00,-2.00,46.00,1.00,-412.00,-1.00,1.00,
474.00,12.00,148.00,-2.00,0.00,0.00,0.00,0.00,12.00,0.00,-229.00,0.00,0.00,
475.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,367.00,31.00,0.00,
476.00,13.00,43.00,-25.00,0.00,0.00,0.00,0.00,-1.00,0.00,-1.00,24.00,0.00,
477.00,11.00,220.00,25.00,0.00,0.00,0.00,0.00,32.00,-3.00,180.00,0.00,0.00,
478.00,12.00,158.00,40.00,1.00,1.00,3.00,3.00,28.00,1.00,-167.00,-1.00,0.00,
479.00,11.00,105.00,-11.00,0.00,-1.00,0.00,-3.00,-17.00,0.00,72.00,-2.00,0.00,
480.00,11.00,48.00,-21.00,0.00,-1.00,0.00,-3.00,10.00,-1.00,-30.00,15.00,0.00,
481.00,11.00,184.00,31.00,2.00,0.00,3.00,0.50,-13.00,1.00,-152.00,3.00,0.00,
482.00,12.00,159.00,17.00,0.00,0.00,0.00,0.00,-14.00,-2.00,-1035.00,0.00,0.00,
483.00,12.00,163.00,26.00,7.00,3.00,3.00,0.00,43.00,3.00,-168.00,-1.00,0.00,
484.00,11.00,125.00,1.00,0.00,0.00,0.00,0.00,62.00,3.00,-851.00,0.00,0.00,
485.00,7.00,137.00,28.00,2.00,2.00,3.00,3.00,31.00,0.00,12.00,-1.00,0.00,
486.00,13.00,217.00,-6.00,1.00,-1.00,4.00,0.50,2.00,2.00,6593.00,0.00,0.00,
487.00,13.00,98.00,7.00,0.00,0.00,0.00,0.00,16.00,0.00,8.00,-8.00,0.00,
488.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
489.00,12.00,206.00,16.00,1.00,1.00,3.00,3.00,41.00,0.00,-388.00,0.00,0.00,
490.00,11.00,68.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,-58.00,-11.00,0.00,
491.00,13.00,164.00,9.00,0.00,0.00,0.00,0.00,-30.00,-3.00,102.00,0.00,0.00,
492.00,12.00,98.00,-2.00,0.00,0.00,0.00,0.00,3.00,0.00,785.00,0.00,0.00,
493.00,12.00,132.00,-9.00,0.00,0.00,0.00,0.00,8.00,3.00,-94.00,6.00,0.00,
494.00,12.00,127.00,-7.00,2.00,2.00,2.00,2.00,54.00,0.00,82.00,-2.00,1.00,
495.00,13.00,81.00,22.00,2.00,2.00,3.00,3.00,22.00,0.00,0.00,1.00,0.00,
496.00,13.00,118.00,-33.00,0.00,0.00,0.00,0.00,12.00,-1.00,18.00,-5.00,0.00,
497.00,12.00,62.00,0.00,0.00,0.00,0.00,0.00,-14.00,0.00,6.00,2.00,0.00,
498.00,13.00,122.00,-2.00,0.00,0.00,0.00,0.00,-26.00,0.00,31.00,0.00,0.00,
499.00,13.00,37.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.00,31.00,0.00,
500.00,13.00,153.00,-9.00,0.00,0.00,0.00,0.00,23.00,2.00,138.00,2.00,0.00,
501.00,12.00,134.00,26.00,0.00,0.00,0.00,0.00,35.00,1.00,123.00,-23.00,0.00,
502.00,12.00,94.00,-47.00,0.00,-1.00,0.00,-3.00,-16.00,-1.00,-83.00,1.00,0.00,
